ΤΚ,Περιοχή,Ζώνη,"Συνολική κατανάλωση","Ημέρες κατανάλωσης","Μέση ημερήσια κατανάλωση","Πλήθος παροχών","Μήνας κατανάλωσης"
11636,"ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ","Κλάση Γ",876,1364,0.64,44,12/2023
11636,"ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ","Κλάση Δ",500,217,2.31,7,12/2023
11741,ΒΕΙΚΟΥ,"Κλάση A",414,12428,0.03,401,12/2023
11741,ΒΕΙΚΟΥ,"Κλάση Β","3,503",14821,0.24,479,12/2023
11741,ΒΕΙΚΟΥ,"Κλάση Γ",691,1085,0.64,35,12/2023
11741,ΒΕΙΚΟΥ,"Κλάση Δ",463,279,1.66,9,12/2023
11741,"ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ","Κλάση A",96,2883,0.03,93,12/2023
11741,"ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ","Κλάση Β","1,059",4433,0.24,143,12/2023
11741,"ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ","Κλάση Γ",165,248,0.67,8,12/2023
11741,"ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ","Κλάση Δ",91,62,1.46,2,12/2023
11741,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση A",118,3782,0.03,123,12/2023
11741,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση Β","1,180",5053,0.23,163,12/2023
11741,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση Γ",269,434,0.62,14,12/2023
11741,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση Δ",37,33,1.11,2,12/2023
11741,ΚΟΥΚΑΚΙ,"Κλάση A","1,615",51553,0.03,1666,12/2023
11741,ΚΟΥΚΑΚΙ,"Κλάση Β","14,681",64511,0.23,2081,12/2023
11741,ΚΟΥΚΑΚΙ,"Κλάση Γ","3,281",5084,0.65,164,12/2023
11741,ΚΟΥΚΑΚΙ,"Κλάση Δ","2,172",1089,1.99,37,12/2023
11741,ΚΟΥΚΑΚΙ,"Κλάση Ε",193,33,5.86,2,12/2023
11741,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση A",24,1364,0.02,44,12/2023
11741,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Β",292,1271,0.23,41,12/2023
11741,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Γ",215,279,0.77,9,12/2023
11741,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Δ",495,279,1.77,9,12/2023
11741,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση A","1,109",38812,0.03,1252,12/2023
11741,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση Β","12,755",52514,0.24,1694,12/2023
11741,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση Γ","3,507",5611,0.63,181,12/2023
11741,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση Δ",856,527,1.62,17,12/2023
11742,ΒΕΙΚΟΥ,"Κλάση A","1,024",34505,0.03,1118,12/2023
11742,ΒΕΙΚΟΥ,"Κλάση Β","8,877",38829,0.23,1253,12/2023
11742,ΒΕΙΚΟΥ,"Κλάση Γ","2,550",3968,0.64,128,12/2023
11742,ΒΕΙΚΟΥ,"Κλάση Δ","2,302",1304,1.77,43,12/2023
11742,ΒΕΙΚΟΥ,"Κλάση Ε",945,113,8.37,8,12/2023
11742,ΚΟΥΚΑΚΙ,"Κλάση A",490,16058,0.03,520,12/2023
11742,ΚΟΥΚΑΚΙ,"Κλάση Β","4,813",20615,0.23,665,12/2023
11742,ΚΟΥΚΑΚΙ,"Κλάση Γ","1,069",1645,0.65,54,12/2023
11742,ΚΟΥΚΑΚΙ,"Κλάση Δ","1,557",620,2.51,20,12/2023
11742,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση A",620,20340,0.03,665,12/2023
11742,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Β","4,727",19716,0.24,636,12/2023
11742,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Γ","1,756",2639,0.67,87,12/2023
11742,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Δ","2,997",1647,1.82,55,12/2023
11742,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Ε","2,235",154,14.51,7,12/2023
11743,ΒΕΙΚΟΥ,"Κλάση A",215,6293,0.03,204,12/2023
11743,ΒΕΙΚΟΥ,"Κλάση Β","1,489",6541,0.23,211,12/2023
11743,ΒΕΙΚΟΥ,"Κλάση Γ",247,403,0.61,13,12/2023
11743,ΒΕΙΚΟΥ,"Κλάση Ε",401,62,6.47,2,12/2023
11743,"ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ","Κλάση A",212,5487,0.04,177,12/2023
11743,"ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ","Κλάση Β","1,464",6262,0.23,202,12/2023
11743,"ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ","Κλάση Γ",428,651,0.66,21,12/2023
11743,"ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ","Κλάση Δ",168,93,1.80,3,12/2023
11743,ΓΟΥΒΑ,"Κλάση A",199,5022,0.04,162,12/2023
11743,ΓΟΥΒΑ,"Κλάση Β","2,023",8246,0.25,266,12/2023
11743,ΓΟΥΒΑ,"Κλάση Γ",519,837,0.62,27,12/2023
11743,ΚΥΝΟΣΑΡΓΟΥΣ,"Κλάση A","3,796",115181,0.03,3718,12/2023
11743,ΚΥΝΟΣΑΡΓΟΥΣ,"Κλάση Β","38,399",158855,0.24,5127,12/2023
11743,ΚΥΝΟΣΑΡΓΟΥΣ,"Κλάση Γ","9,706",15593,0.62,503,12/2023
11743,ΚΥΝΟΣΑΡΓΟΥΣ,"Κλάση Δ","2,187",1428,1.53,47,12/2023
11743,ΚΥΝΟΣΑΡΓΟΥΣ,"Κλάση Ε","1,252",97,12.91,4,12/2023
11743,"ΚΥΝΟΣΑΡΓΟΥΣ ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση A",126,4712,0.03,152,12/2023
11743,"ΚΥΝΟΣΑΡΓΟΥΣ ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Β","1,415",5890,0.24,190,12/2023
11743,"ΚΥΝΟΣΑΡΓΟΥΣ ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Γ",344,527,0.65,17,12/2023
11743,"ΚΥΝΟΣΑΡΓΟΥΣ ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Δ",249,124,2.01,4,12/2023
11743,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση A",158,5212,0.03,181,12/2023
11743,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Β","1,150",5371,0.21,177,12/2023
11743,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Γ",339,533,0.64,20,12/2023
11743,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Δ",532,316,1.68,13,12/2023
11743,ΜΕΤΣ,"Κλάση A",170,5673,0.03,183,12/2023
11743,ΜΕΤΣ,"Κλάση Β","1,341",5921,0.23,191,12/2023
11743,ΜΕΤΣ,"Κλάση Γ",450,682,0.66,22,12/2023
11743,ΜΕΤΣ,"Κλάση Δ",681,279,2.44,9,12/2023
11743,"ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση A",84,2170,0.04,70,12/2023
11743,"ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Β",978,3596,0.27,116,12/2023
11743,"ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Γ",294,465,0.63,15,12/2023
11743,"ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Δ",437,217,2.01,7,12/2023
11744,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση A","1,212",38218,0.03,1238,12/2023
11744,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Β","16,964",66560,0.25,2149,12/2023
11744,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Γ","4,471",7258,0.62,235,12/2023
11744,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Δ",230,186,1.24,6,12/2023
11744,"ΑΓ. ΙΩΑΝΝΗΣ","Κλάση A",36,1162,0.03,40,12/2023
11744,"ΑΓ. ΙΩΑΝΝΗΣ","Κλάση Β",193,796,0.24,34,12/2023
11744,"ΑΓ. ΙΩΑΝΝΗΣ","Κλάση Γ",215,341,0.63,14,12/2023
11744,"ΑΓ. ΙΩΑΝΝΗΣ","Κλάση Δ",165,93,1.77,4,12/2023
11744,"ΑΓ. ΣΩΣΤΗΣ","Κλάση A",68,2635,0.03,85,12/2023
11744,"ΑΓ. ΣΩΣΤΗΣ","Κλάση Β",934,3534,0.26,114,12/2023
11744,"ΑΓ. ΣΩΣΤΗΣ","Κλάση Γ",289,403,0.72,13,12/2023
11744,ΑΘΗΝΑ,"Κλάση A",52,1999,0.03,68,12/2023
11744,ΑΘΗΝΑ,"Κλάση Β",661,2530,0.26,94,12/2023
11744,ΑΘΗΝΑ,"Κλάση Γ",238,389,0.61,15,12/2023
11744,ΓΟΥΒΑ,"Κλάση A",42,961,0.04,31,12/2023
11744,ΓΟΥΒΑ,"Κλάση Β",444,1767,0.25,57,12/2023
11744,ΓΟΥΒΑ,"Κλάση Γ",109,186,0.59,6,12/2023
11744,ΚΥΝΟΣΑΡΓΟΥΣ,"Κλάση A",84,2666,0.03,86,12/2023
11744,ΚΥΝΟΣΑΡΓΟΥΣ,"Κλάση Β",947,3844,0.25,124,12/2023
11744,ΚΥΝΟΣΑΡΓΟΥΣ,"Κλάση Γ",249,372,0.67,12,12/2023
11744,"ΚΥΝΟΣΑΡΓΟΥΣ ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση A",1,248,0.01,8,12/2023
11744,"ΚΥΝΟΣΑΡΓΟΥΣ ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Β",17,62,0.28,2,12/2023
11744,ΜΕΤΣ,"Κλάση A",3,93,0.03,3,12/2023
11744,ΜΕΤΣ,"Κλάση Β",38,155,0.25,5,12/2023
11744,"ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση A","2,256",69434,0.03,2251,12/2023
11744,"ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Β","28,088",111424,0.25,3598,12/2023
11744,"ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Γ","7,552",12164,0.62,395,12/2023
11744,"ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Δ","1,760",932,1.89,31,12/2023
11744,"ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Ε","1,149",114,10.08,4,12/2023
11744,"ΝΕΟΣ ΚΟΣΜΟΣ ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση A",22,589,0.04,19,12/2023
11744,"ΝΕΟΣ ΚΟΣΜΟΣ ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Β",250,992,0.25,32,12/2023
11744,"ΝΕΟΣ ΚΟΣΜΟΣ ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Γ",109,186,0.58,6,12/2023
11745,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση A",284,8246,0.03,266,12/2023
11745,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Β","3,878",15283,0.25,493,12/2023
11745,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Γ",685,1147,0.60,37,12/2023
11745,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Δ",221,155,1.42,5,12/2023
11745,"ΑΓ. ΣΩΣΤΗΣ","Κλάση A","1,974",62961,0.03,2035,12/2023
11745,"ΑΓ. ΣΩΣΤΗΣ","Κλάση Β","23,957",97680,0.25,3151,12/2023
11745,"ΑΓ. ΣΩΣΤΗΣ","Κλάση Γ","6,351",10324,0.62,334,12/2023
11745,"ΑΓ. ΣΩΣΤΗΣ","Κλάση Δ","1,822",994,1.83,33,12/2023
11745,"ΑΓ. ΣΩΣΤΗΣ","Κλάση Ε","2,066",188,10.99,7,12/2023
11745,ΑΘΗΝΑ,"Κλάση A",122,4030,0.03,130,12/2023
11745,ΑΘΗΝΑ,"Κλάση Β","1,165",4975,0.23,161,12/2023
11745,ΑΘΗΝΑ,"Κλάση Γ",325,480,0.68,16,12/2023
11745,ΑΘΗΝΑ,"Κλάση Δ",552,249,2.22,9,12/2023
11745,ΒΕΙΚΟΥ,"Κλάση A",16,837,0.02,27,12/2023
11745,ΒΕΙΚΟΥ,"Κλάση Β",130,682,0.19,22,12/2023
11745,ΒΕΙΚΟΥ,"Κλάση Δ",202,62,3.25,2,12/2023
11745,ΒΕΙΚΟΥ,"Κλάση Ε","1,755",62,28.31,2,12/2023
11745,"ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ","Κλάση A",18,434,0.04,14,12/2023
11745,"ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ","Κλάση Β",68,341,0.20,11,12/2023
11745,ΚΟΥΚΑΚΙ,"Κλάση A",16,620,0.03,20,12/2023
11745,ΚΟΥΚΑΚΙ,"Κλάση Β",91,279,0.33,9,12/2023
11745,ΚΥΝΟΣΑΡΓΟΥΣ,"Κλάση A",226,6789,0.03,219,12/2023
11745,ΚΥΝΟΣΑΡΓΟΥΣ,"Κλάση Β","2,029",8773,0.23,283,12/2023
11745,ΚΥΝΟΣΑΡΓΟΥΣ,"Κλάση Γ",325,523,0.62,17,12/2023
11745,ΚΥΝΟΣΑΡΓΟΥΣ,"Κλάση Δ",288,190,1.51,7,12/2023
11745,"ΚΥΝΟΣΑΡΓΟΥΣ ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση A",47,1271,0.04,41,12/2023
11745,"ΚΥΝΟΣΑΡΓΟΥΣ ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Β",305,1333,0.23,43,12/2023
11745,"ΚΥΝΟΣΑΡΓΟΥΣ ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Γ",69,93,0.74,3,12/2023
11745,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση A",60,3100,0.02,103,12/2023
11745,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Β",510,2077,0.25,67,12/2023
11745,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Γ",353,558,0.63,18,12/2023
11745,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Δ",367,217,1.69,7,12/2023
11745,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Ε","1,565",130,12.04,7,12/2023
11745,"ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση A",568,20652,0.03,668,12/2023
11745,"ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Β","7,889",32203,0.24,1039,12/2023
11745,"ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Γ","1,755",2914,0.60,94,12/2023
11745,"ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Δ",622,310,2.01,10,12/2023
11851,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση A","1,377",41509,0.03,1340,12/2023
11851,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Β","16,274",66061,0.25,2131,12/2023
11851,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Γ","4,730",7719,0.61,249,12/2023
11851,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Δ","1,778",1025,1.73,34,12/2023
11851,ΘΗΣΕΙΟ,"Κλάση A","1,027",34818,0.03,1133,12/2023
11851,ΘΗΣΕΙΟ,"Κλάση Β","10,540",44528,0.24,1440,12/2023
11851,ΘΗΣΕΙΟ,"Κλάση Γ","3,040",4728,0.64,154,12/2023
11851,ΘΗΣΕΙΟ,"Κλάση Δ","1,933",1023,1.89,33,12/2023
11851,ΘΗΣΕΙΟ,"Κλάση Ε",292,39,7.49,5,12/2023
11851,ΠΕΤΡΑΛΩΝΑ,"Κλάση A",106,2449,0.04,80,12/2023
11851,ΠΕΤΡΑΛΩΝΑ,"Κλάση Β","1,042",3968,0.26,128,12/2023
11851,ΠΕΤΡΑΛΩΝΑ,"Κλάση Γ",273,434,0.63,14,12/2023
11851,ΠΕΤΡΑΛΩΝΑ,"Κλάση Δ",108,64,1.69,3,12/2023
11851,"ΠΕΤΡΑΛΩΝΑ ΣΥΝ ΠΕΡΙΚΛΕΟΥΣ","Κλάση A",29,1116,0.03,36,12/2023
11851,"ΠΕΤΡΑΛΩΝΑ ΣΥΝ ΠΕΡΙΚΛΕΟΥΣ","Κλάση Β",735,2790,0.26,90,12/2023
11851,"ΠΕΤΡΑΛΩΝΑ ΣΥΝ ΠΕΡΙΚΛΕΟΥΣ","Κλάση Γ",220,341,0.64,11,12/2023
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση A","1,640",49631,0.03,1602,12/2023
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Β","23,244",91177,0.25,2942,12/2023
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Γ","7,383",11857,0.62,383,12/2023
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Δ","1,553",899,1.73,29,12/2023
11852,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση A",10,558,0.02,18,12/2023
11852,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση Β",183,713,0.26,23,12/2023
11852,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση Γ",75,124,0.61,4,12/2023
11852,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση Δ",228,93,2.45,3,12/2023
11852,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση A",14,620,0.02,20,12/2023
11852,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση Β",351,1426,0.25,46,12/2023
11852,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση Γ",359,527,0.68,17,12/2023
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση A","2,782",83606,0.03,2702,12/2023
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Β","37,963",149650,0.25,4829,12/2023
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Γ","10,915",17564,0.62,568,12/2023
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Δ","2,303",1395,1.65,45,12/2023
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Ε","1,500",157,9.55,6,12/2023
11853,ΠΕΤΡΑΛΩΝΑ,"Κλάση A",82,2108,0.04,68,12/2023
11853,ΠΕΤΡΑΛΩΝΑ,"Κλάση Β","1,044",4061,0.26,131,12/2023
11853,ΠΕΤΡΑΛΩΝΑ,"Κλάση Γ",389,620,0.63,20,12/2023
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση A",268,10354,0.03,335,12/2023
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση Β","2,862",11966,0.24,386,12/2023
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση Γ","1,355",2046,0.66,66,12/2023
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση Δ","2,641",1333,1.98,43,12/2023
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση Ε",352,62,5.68,2,12/2023
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση A",745,24149,0.03,787,12/2023
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Β","10,402",41249,0.25,1331,12/2023
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Γ","3,246",5224,0.62,169,12/2023
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Δ","2,142",1151,1.86,39,12/2023
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Ε","1,211",161,7.52,8,12/2023
11854,ΚΕΝΤΡΟ,"Κλάση Δ",110,62,1.78,2,12/2023
11854,ΜΕΤΑΞΟΥΡΓΕΙΟ,"Κλάση A",56,1699,0.03,55,12/2023
11854,ΜΕΤΑΞΟΥΡΓΕΙΟ,"Κλάση Β",409,1742,0.23,57,12/2023
11854,ΜΕΤΑΞΟΥΡΓΕΙΟ,"Κλάση Γ",164,248,0.66,8,12/2023
11854,ΜΕΤΑΞΟΥΡΓΕΙΟ,"Κλάση Δ",253,124,2.04,4,12/2023
11854,ΡΟΥΦ,"Κλάση A",193,6941,0.03,224,12/2023
11854,ΡΟΥΦ,"Κλάση Β","2,360",9610,0.25,310,12/2023
11854,ΡΟΥΦ,"Κλάση Γ",774,1209,0.64,39,12/2023
11854,ΡΟΥΦ,"Κλάση Δ","1,188",558,2.13,18,12/2023
11854,ΤΑΥΡΟΣ,"Κλάση A",0,66,0.00,4,12/2023
11854,ΤΑΥΡΟΣ,"Κλάση Β",16,62,0.26,2,12/2023
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση A","1,143",36778,0.03,1210,12/2023
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση Β","13,198",51964,0.25,1679,12/2023
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση Γ","4,500",7033,0.64,229,12/2023
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση Δ","3,119",1620,1.93,56,12/2023
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση Ε","1,170",167,7.00,11,12/2023
12131,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση A",33,930,0.04,30,12/2023
12131,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Β",303,1209,0.25,39,12/2023
12131,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Γ",234,310,0.76,10,12/2023
12131,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Δ",162,62,2.62,2,12/2023
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση A","2,379",75922,0.03,2465,12/2023
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","46,198",168658,0.27,5441,12/2023
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","19,557",31031,0.63,1001,12/2023
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ","5,729",3216,1.78,107,12/2023
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε","31,498",439,71.75,19,12/2023
12132,ΚΟΛΟΚΥΝΘΟΥ,"Κλάση A",82,2325,0.04,77,12/2023
12132,ΚΟΛΟΚΥΝΘΟΥ,"Κλάση Β",957,3565,0.27,115,12/2023
12132,ΚΟΛΟΚΥΝΘΟΥ,"Κλάση Γ",490,744,0.66,24,12/2023
12132,ΚΟΛΟΚΥΝΘΟΥ,"Κλάση Δ",181,142,1.28,6,12/2023
12132,ΜΠΟΥΡΝΑΖΙ,"Κλάση A",2,93,0.02,4,12/2023
12132,ΜΠΟΥΡΝΑΖΙ,"Κλάση Β",67,186,0.36,6,12/2023
12132,ΜΠΟΥΡΝΑΖΙ,"Κλάση Γ",82,124,0.66,4,12/2023
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση A",612,18426,0.03,607,12/2023
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Β","9,398",35078,0.27,1133,12/2023
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Γ","4,836",7392,0.65,240,12/2023
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Δ","4,186",1916,2.19,68,12/2023
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Ε","4,144",188,22.04,7,12/2023
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση A","1,219",37450,0.03,1210,12/2023
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","22,821",82665,0.28,2667,12/2023
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","9,465",15035,0.63,485,12/2023
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ","3,740",2062,1.81,68,12/2023
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε","1,897",233,8.14,8,12/2023
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση A","1,834",56768,0.03,1837,12/2023
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση Β","37,585",136659,0.28,4412,12/2023
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση Γ","17,440",27686,0.63,894,12/2023
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση Δ","3,406",2263,1.51,74,12/2023
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση Ε","4,404",248,17.76,8,12/2023
12133,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση A",1,93,0.01,3,12/2023
12133,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Β",33,155,0.21,5,12/2023
12133,ΠΕΡΙΣΤΕΡΙ,"Κλάση A",126,3844,0.03,124,12/2023
12133,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","2,160",8091,0.27,261,12/2023
12133,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ",759,1240,0.61,40,12/2023
12133,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ",322,186,1.73,6,12/2023
12134,ΑΝΘΟΥΠΟΛΗ,"Κλάση A",20,775,0.03,25,12/2023
12134,ΑΝΘΟΥΠΟΛΗ,"Κλάση Β",381,1488,0.26,48,12/2023
12134,ΑΝΘΟΥΠΟΛΗ,"Κλάση Γ",171,248,0.69,8,12/2023
12134,ΑΝΘΟΥΠΟΛΗ,"Κλάση Δ",210,155,1.35,5,12/2023
12134,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση A",45,1054,0.04,35,12/2023
12134,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Β",246,961,0.26,31,12/2023
12134,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Γ",76,124,0.61,4,12/2023
12134,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Δ",72,44,1.64,2,12/2023
12134,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση A",5,93,0.06,3,12/2023
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση A","2,457",72382,0.03,2341,12/2023
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","34,446",130789,0.26,4219,12/2023
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","14,516",22785,0.64,735,12/2023
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ","5,158",2914,1.77,94,12/2023
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε","1,889",219,8.62,8,12/2023
12135,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση A",29,961,0.03,31,12/2023
12135,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Β",205,775,0.26,25,12/2023
12135,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Γ",78,124,0.63,4,12/2023
12135,ΑΝΘΟΥΠΟΛΗ,"Κλάση A","1,680",53233,0.03,1722,12/2023
12135,ΑΝΘΟΥΠΟΛΗ,"Κλάση Β","33,780",124089,0.27,4003,12/2023
12135,ΑΝΘΟΥΠΟΛΗ,"Κλάση Γ","13,319",21355,0.62,689,12/2023
